Date,KOSPI,PER,PBR
2005-01-12,880.03,15.76,1.15
2005-01-13,885.54,15.88,1.16
2005-01-14,905.1,16.26,1.19
2005-01-17,923.08,16.59,1.21
2005-01-18,920.57,16.54,1.21
2005-01-19,916.27,16.46,1.2
2005-01-20,909.37,16.34,1.19
2005-01-21,919.61,16.54,1.21
2005-01-24,923.11,16.61,1.21
2005-01-25,915.1,16.46,1.2
2005-01-26,927.0,16.69,1.22
2005-01-27,924.87,16.65,1.21
2005-01-28,921.59,16.59,1.21
2005-01-31,932.7,16.82,1.23
2005-02-01,923.69,16.69,1.22
2005-02-02,921.44,16.66,1.21
2005-02-03,928.79,16.77,1.22
2005-02-04,933.55,16.86,1.23
2005-02-07,949.19,17.14,1.25
2005-02-11,947.23,17.1,1.25
2005-02-14,964.79,17.41,1.27
2005-02-15,968.88,17.48,1.28
2005-02-16,971.56,17.54,1.28
2005-02-17,972.56,17.55,1.28
2005-02-18,984.1,17.74,1.29
2005-02-21,988.71,17.84,1.3
2005-02-22,977.8,17.65,1.29
2005-02-23,968.43,17.49,1.28
2005-02-24,987.1,17.82,1.3
2005-02-25,996.95,18.0,1.31
2005-02-28,1011.36,18.26,1.33
2005-03-02,1007.48,18.19,1.33
2005-03-03,1010.92,18.25,1.33
2005-03-04,1012.96,18.27,1.33
2005-03-07,1007.5,18.18,1.33
2005-03-08,1000.28,18.04,1.31
2005-03-09,1008.79,18.19,1.33
2005-03-10,998.66,18.01,1.31
2005-03-11,1022.79,18.45,1.35
2005-03-14,1019.69,18.4,1.34
2005-03-15,993.13,17.91,1.31
2005-03-16,993.13,17.93,1.31
2005-03-17,980.05,17.7,1.29
2005-03-18,979.72,17.69,1.29
2005-03-21,979.27,17.69,1.29
2005-03-22,980.41,17.71,1.29
2005-03-23,966.81,17.48,1.27
2005-03-24,956.33,17.29,1.26
2005-03-25,965.3,17.47,1.27
2005-03-28,977.7,17.69,1.29
2005-03-29,958.96,17.34,1.26
2005-03-30,955.45,17.26,1.26
2005-03-31,965.68,17.49,1.27
2005-04-01,981.9,17.85,1.31
2005-04-04,982.5,17.88,1.31
2005-04-06,988.0,18.36,1.32
2005-04-07,988.9,18.38,1.32
2005-04-08,992.17,18.44,1.33
2005-04-11,985.94,18.32,1.32
2005-04-12,981.79,18.24,1.31
2005-04-13,981.31,18.24,1.31
2005-04-14,953.92,17.72,1.28
2005-04-15,947.22,17.6,1.27
2005-04-18,925.0,17.2,1.24
2005-04-19,932.45,17.33,1.25
2005-04-20,937.36,17.41,1.25
2005-04-21,939.14,17.44,1.26
2005-04-22,940.79,7.6,1.1
2005-04-25,946.17,7.65,1.11
2005-04-26,944.46,7.63,1.11
2005-04-27,930.16,7.52,1.09
2005-04-28,917.73,7.42,1.08
2005-04-29,911.3,7.37,1.07
2005-05-02,918.42,7.42,1.08
2005-05-03,913.82,7.38,1.07
2005-05-04,929.35,7.51,1.09
2005-05-06,940.85,7.6,1.1
2005-05-09,935.2,7.55,1.1
2005-05-10,934.28,7.54,1.1
2005-05-11,923.38,7.45,1.08
2005-05-12,921.21,7.44,1.08
2005-05-13,923.19,7.46,1.08
2005-05-16,929.04,7.5,1.09
2005-05-17,927.16,7.49,1.09
2005-05-18,930.36,7.51,1.09
2005-05-19,952.09,7.69,1.12
2005-05-20,952.19,7.69,1.12
2005-05-23,951.05,7.68,1.12
2005-05-24,951.61,7.7,1.12
2005-05-25,941.3,7.61,1.11
2005-05-26,943.91,7.63,1.11
2005-05-27,960.91,7.77,1.13
2005-05-30,969.04,7.83,1.14
2005-05-31,970.21,7.84,1.14
2005-06-01,969.51,7.83,1.14
2005-06-02,970.88,7.84,1.14
2005-06-03,976.09,7.89,1.15
2005-06-07,970.88,7.85,1.14
2005-06-08,976.22,7.89,1.15
2005-06-09,987.58,7.99,1.16
2005-06-10,990.79,8.01,1.16
2005-06-13,990.49,8.01,1.16
2005-06-14,983.75,7.95,1.15
2005-06-15,1001.94,8.11,1.18
2005-06-16,1003.14,8.11,1.18
2005-06-17,1003.68,8.12,1.18
2005-06-20,994.65,8.04,1.17
2005-06-21,989.99,8.01,1.16
2005-06-22,1002.15,8.11,1.18
2005-06-23,1010.8,8.18,1.19
2005-06-24,1002.43,8.12,1.18
2005-06-27,991.11,8.02,1.16
2005-06-28,994.74,8.05,1.17
2005-06-29,999.08,8.09,1.17
2005-06-30,1008.16,8.15,1.18
2005-07-01,1018.02,8.23,1.19
2005-07-04,1021.71,8.26,1.2
2005-07-05,1018.81,8.24,1.2
2005-07-06,1019.01,8.24,1.2
2005-07-07,1026.82,8.3,1.21
2005-07-08,1021.95,8.27,1.2
2005-07-11,1040.43,8.42,1.22
2005-07-12,1043.88,8.45,1.23
2005-07-13,1050.16,8.5,1.23
2005-07-14,1061.93,8.59,1.25
2005-07-15,1059.6,8.48,1.24
2005-07-18,1062.43,8.5,1.24
2005-07-19,1075.48,8.6,1.26
2005-07-20,1074.4,8.59,1.26
2005-07-21,1074.65,8.6,1.26
2005-07-22,1074.22,8.59,1.26
2005-07-25,1089.7,8.72,1.27
2005-07-26,1090.6,8.72,1.27
2005-07-27,1093.03,8.74,1.28
2005-07-28,1104.72,8.83,1.29
2005-07-29,1111.29,8.89,1.3
2005-08-01,1115.98,8.93,1.31
2005-08-02,1118.83,8.95,1.31
2005-08-03,1117.11,8.95,1.31
2005-08-04,1111.39,8.9,1.3
2005-08-05,1089.36,8.72,1.28
2005-08-08,1086.64,8.7,1.27
2005-08-09,1099.77,8.8,1.29
2005-08-10,1104.86,8.85,1.3
2005-08-11,1123.77,9.0,1.32
2005-08-12,1130.22,9.05,1.32
2005-08-16,1116.93,8.95,1.31
2005-08-17,1113.25,8.92,1.31
2005-08-18,1092.71,8.75,1.28
2005-08-19,1089.88,8.73,1.28
2005-08-22,1116.68,8.94,1.31
2005-08-23,1115.84,8.94,1.31
2005-08-24,1094.21,8.76,1.28
2005-08-25,1097.29,8.79,1.29
2005-08-26,1086.55,8.7,1.27
2005-08-29,1063.16,8.52,1.25
2005-08-30,1072.61,8.59,1.26
2005-08-31,1083.33,8.68,1.27
2005-09-01,1106.37,8.86,1.3
2005-09-02,1115.83,8.94,1.31
2005-09-05,1114.5,8.93,1.31
2005-09-06,1122.65,8.99,1.32
2005-09-07,1142.99,9.16,1.34
2005-09-08,1145.26,9.18,1.34
2005-09-09,1152.5,9.24,1.35
2005-09-12,1158.36,9.28,1.36
2005-09-13,1158.12,9.28,1.36
2005-09-14,1170.77,9.38,1.37
2005-09-15,1169.59,9.37,1.37
2005-09-16,1174.13,9.41,1.38
2005-09-20,1190.93,9.54,1.4
2005-09-21,1196.67,9.58,1.4
2005-09-22,1199.97,9.61,1.41
2005-09-23,1175.88,9.42,1.38
2005-09-26,1206.41,9.66,1.41
2005-09-27,1209.63,9.68,1.42
2005-09-28,1228.57,9.82,1.44
2005-09-29,1231.22,9.85,1.44
2005-09-30,1221.01,9.76,1.43
2005-10-04,1242.78,9.94,1.46
2005-10-05,1227.4,9.81,1.44
2005-10-06,1202.49,9.61,1.41
2005-10-07,1201.01,9.6,1.41
2005-10-10,1227.18,9.82,1.44
2005-10-11,1244.27,9.95,1.46
2005-10-12,1217.06,9.73,1.42
2005-10-13,1193.44,9.53,1.4
2005-10-14,1190.17,9.5,1.39
2005-10-17,1176.36,9.39,1.37
2005-10-18,1186.22,9.47,1.39
2005-10-19,1153.13,9.21,1.35
2005-10-20,1162.23,9.28,1.36
2005-10-21,1183.48,9.45,1.38
2005-10-24,1184.6,9.46,1.39
2005-10-25,1181.28,9.43,1.38
2005-10-26,1179.0,9.42,1.38
2005-10-27,1166.36,9.32,1.36
2005-10-28,1140.72,9.11,1.33
2005-10-31,1158.11,9.24,1.35
2005-11-01,1188.95,9.48,1.39
2005-11-02,1208.38,9.64,1.41
2005-11-03,1217.97,9.71,1.42
2005-11-04,1221.98,9.75,1.43
2005-11-07,1218.47,9.72,1.42
2005-11-08,1226.71,9.78,1.43
2005-11-09,1227.59,9.79,1.43
2005-11-10,1234.43,9.85,1.44
2005-11-11,1256.12,10.02,1.47
2005-11-14,1257.63,10.03,1.47
2005-11-15,1253.86,10.01,1.46
2005-11-16,1267.16,10.11,1.48
2005-11-17,1269.35,10.13,1.48
2005-11-18,1272.25,9.97,1.5
2005-11-21,1268.8,9.94,1.5
2005-11-22,1244.5,9.75,1.47
2005-11-23,1282.02,10.04,1.51
2005-11-24,1291.71,10.11,1.52
2005-11-25,1293.22,10.12,1.52
2005-11-28,1293.74,10.12,1.52
2005-11-29,1279.38,10.02,1.51
2005-11-30,1297.44,10.16,1.53
2005-12-01,1305.98,10.23,1.54
2005-12-02,1310.12,10.26,1.54
2005-12-05,1315.15,10.3,1.55
2005-12-06,1321.06,10.35,1.56
2005-12-07,1324.75,10.38,1.56
2005-12-08,1324.2,10.38,1.56
2005-12-09,1317.42,10.33,1.55
2005-12-12,1333.23,10.58,1.57
2005-12-13,1336.48,10.61,1.58
2005-12-14,1334.27,10.6,1.58
2005-12-15,1337.68,10.63,1.58
2005-12-16,1321.04,10.5,1.56
2005-12-19,1339.4,10.64,1.58
2005-12-20,1341.0,10.65,1.58
2005-12-21,1354.16,10.76,1.6
2005-12-22,1350.87,10.74,1.59
2005-12-23,1359.53,10.81,1.6
2005-12-26,1367.57,10.9,1.62
2005-12-27,1373.55,10.95,1.63
2005-12-28,1368.16,10.89,1.62
2005-12-29,1379.37,10.98,1.63
2006-01-02,1389.27,11.07,1.64
2006-01-03,1394.87,11.12,1.65
2006-01-04,1402.11,11.18,1.66
2006-01-05,1395.51,11.12,1.65
2006-01-06,1412.78,11.25,1.67
2006-01-09,1408.33,11.2,1.66
2006-01-10,1396.29,11.1,1.65
2006-01-11,1394.09,11.09,1.65
2006-01-12,1402.58,11.15,1.66
2006-01-13,1416.28,11.27,1.67
2006-01-16,1421.79,11.31,1.68
2006-01-17,1389.58,11.06,1.64
2006-01-18,1352.91,10.76,1.6
2006-01-19,1360.64,10.82,1.61
2006-01-20,1324.78,10.53,1.56
2006-01-23,1297.43,10.32,1.53
2006-01-24,1326.83,10.55,1.56
2006-01-25,1342.59,10.67,1.58
2006-01-26,1352.75,10.76,1.6
2006-01-27,1384.56,11.01,1.63
2006-01-31,1399.83,11.13,1.65
2006-02-01,1375.97,10.95,1.62
2006-02-02,1374.44,10.94,1.62
2006-02-03,1333.5,10.61,1.57
2006-02-06,1341.64,10.67,1.58
2006-02-07,1332.28,10.6,1.57
2006-02-08,1310.99,10.42,1.55
2006-02-09,1321.66,10.63,1.57
2006-02-10,1335.23,10.74,1.59
2006-02-13,1320.79,10.63,1.57
2006-02-14,1328.21,10.69,1.58
2006-02-15,1303.84,10.53,1.56
2006-02-16,1314.32,10.61,1.57
2006-02-17,1332.73,10.76,1.59
2006-02-20,1348.25,10.88,1.61
2006-02-21,1346.49,10.88,1.61
2006-02-22,1340.58,10.83,1.6
2006-02-23,1361.23,11.0,1.63
2006-02-24,1365.82,11.05,1.64
2006-02-27,1374.88,11.12,1.65
2006-02-28,1371.59,11.1,1.64
2006-03-02,1367.7,11.06,1.64
2006-03-03,1328.95,10.74,1.59
2006-03-06,1344.76,10.87,1.61
2006-03-07,1316.67,10.64,1.57
2006-03-08,1314.05,10.61,1.57
2006-03-09,1311.21,10.59,1.57
2006-03-10,1320.07,10.67,1.58
2006-03-13,1338.28,10.81,1.6
2006-03-14,1326.3,10.71,1.58
2006-03-15,1333.98,10.76,1.59
2006-03-16,1335.98,10.78,1.59
2006-03-17,1341.12,10.84,1.6
2006-03-20,1346.69,10.89,1.61
2006-03-21,1336.65,10.81,1.6
2006-03-22,1309.83,10.59,1.57
2006-03-23,1312.26,10.59,1.57
2006-03-24,1321.23,10.66,1.58
2006-03-27,1330.34,10.73,1.59
2006-03-28,1331.31,10.75,1.59
2006-03-29,1332.72,10.76,1.59
2006-03-30,1338.14,10.82,1.6
2006-03-31,1359.6,11.0,1.63
2006-04-03,1379.75,11.17,1.65
2006-04-04,1385.64,11.22,1.66
2006-04-05,1388.77,11.26,1.66
2006-04-06,1397.0,11.33,1.67
2006-04-07,1402.36,11.37,1.68
2006-04-10,1398.29,11.34,1.68
2006-04-11,1386.08,11.24,1.66
2006-04-12,1383.59,11.23,1.66
2006-04-13,1405.72,11.41,1.68
2006-04-14,1432.72,11.62,1.72
2006-04-17,1422.63,11.54,1.7
2006-04-18,1427.0,11.58,1.71
2006-04-19,1437.84,11.67,1.72
2006-04-20,1434.15,11.64,1.72
2006-04-21,1451.31,11.78,1.74
2006-04-24,1430.94,11.62,1.72
2006-04-25,1431.15,11.8,1.47
2006-04-26,1451.22,11.96,1.49
2006-04-27,1452.53,11.97,1.5
2006-04-28,1419.73,11.7,1.46
2006-05-02,1434.9,11.83,1.48
2006-05-03,1435.17,11.83,1.48
2006-05-04,1441.02,11.88,1.48
2006-05-08,1452.23,11.97,1.49
2006-05-09,1450.44,11.96,1.49
2006-05-10,1451.09,11.96,1.49
2006-05-11,1464.7,12.07,1.51
2006-05-12,1445.2,11.91,1.49
2006-05-15,1413.98,11.65,1.46
2006-05-16,1382.11,11.39,1.42
2006-05-17,1401.47,11.55,1.44
2006-05-18,1365.15,11.24,1.4
2006-05-19,1372.29,11.3,1.41
2006-05-22,1338.59,11.02,1.38
2006-05-23,1329.86,10.95,1.37
2006-05-24,1333.38,10.98,1.37
2006-05-25,1295.76,10.67,1.33
2006-05-26,1322.43,10.89,1.36
2006-05-29,1329.22,10.94,1.37
2006-05-30,1317.7,10.85,1.36
2006-06-01,1295.09,10.66,1.33
2006-06-02,1309.04,10.78,1.35
2006-06-05,1301.62,10.71,1.34
2006-06-07,1266.84,10.43,1.3
2006-06-08,1223.13,10.07,1.26
2006-06-09,1235.65,10.17,1.27
2006-06-12,1239.84,10.21,1.28
2006-06-13,1203.86,9.91,1.24
2006-06-14,1221.73,10.06,1.26
2006-06-15,1219.4,10.05,1.25
2006-06-16,1262.19,10.41,1.3
2006-06-19,1251.67,10.32,1.29
2006-06-20,1225.83,10.11,1.26
2006-06-21,1227.19,10.12,1.26
2006-06-22,1238.83,10.22,1.27
2006-06-23,1228.62,10.13,1.26
2006-06-26,1238.05,10.21,1.27
2006-06-27,1247.54,10.29,1.28
2006-06-28,1238.71,10.22,1.27
2006-06-29,1263.02,10.41,1.3
2006-06-30,1295.15,10.68,1.33
2006-07-03,1294.61,10.67,1.33
2006-07-04,1285.92,10.6,1.32
2006-07-05,1279.85,10.55,1.32
2006-07-06,1263.96,10.42,1.3
2006-07-07,1273.93,10.51,1.31
2006-07-10,1299.29,10.72,1.34
2006-07-11,1300.44,10.73,1.34
2006-07-12,1296.69,10.7,1.33
2006-07-13,1285.02,10.61,1.32
2006-07-14,1255.13,10.36,1.29
2006-07-18,1233.42,10.18,1.27
2006-07-19,1233.65,10.18,1.27
2006-07-20,1273.3,10.51,1.31
2006-07-21,1271.33,10.5,1.31
2006-07-24,1263.35,10.44,1.3
2006-07-25,1279.77,10.57,1.32
2006-07-26,1279.08,10.57,1.32
2006-07-27,1296.27,10.71,1.33
2006-07-28,1297.07,10.72,1.33
2006-07-31,1297.82,10.39,1.33
2006-08-01,1287.36,10.3,1.32
2006-08-02,1295.11,10.36,1.32
2006-08-03,1292.05,10.33,1.32
2006-08-04,1304.51,10.43,1.33
2006-08-07,1289.54,10.31,1.32
2006-08-08,1311.1,10.49,1.34
2006-08-09,1314.93,10.52,1.34
2006-08-10,1304.31,10.43,1.33
2006-08-11,1292.1,10.33,1.32
2006-08-14,1295.11,10.36,1.32
2006-08-16,1315.61,10.52,1.34
2006-08-17,1327.78,10.62,1.36
2006-08-18,1331.1,10.65,1.36
2006-08-21,1321.67,10.58,1.35
2006-08-22,1334.96,10.68,1.36
2006-08-23,1324.95,10.6,1.35
2006-08-24,1315.73,10.53,1.34
2006-08-25,1329.35,10.64,1.36
2006-08-28,1327.89,10.62,1.36
2006-08-29,1344.61,10.76,1.37
2006-08-30,1341.35,10.73,1.37
2006-08-31,1352.74,10.82,1.38
2006-09-01,1356.67,10.85,1.39
2006-09-04,1359.06,10.87,1.39
2006-09-05,1361.24,10.89,1.39
2006-09-06,1357.01,10.86,1.39
2006-09-07,1351.17,10.71,1.38
2006-09-08,1354.89,10.74,1.39
2006-09-11,1334.08,10.57,1.36
2006-09-12,1328.04,10.53,1.36
2006-09-13,1333.13,10.57,1.36
2006-09-14,1358.75,10.78,1.39
2006-09-15,1361.1,10.79,1.39
2006-09-18,1374.3,10.9,1.41
2006-09-19,1373.95,10.89,1.41
2006-09-20,1366.44,10.83,1.4
2006-09-21,1366.79,10.84,1.4
2006-09-22,1348.38,10.69,1.38
2006-09-25,1355.21,10.75,1.39
2006-09-26,1343.97,10.66,1.38
2006-09-27,1360.03,10.78,1.39
2006-09-28,1371.43,10.87,1.4
2006-09-29,1371.41,10.87,1.4
2006-10-02,1374.22,10.9,1.41
2006-10-04,1352.0,10.72,1.38
2006-10-09,1319.4,10.46,1.35
2006-10-10,1328.37,10.53,1.36
2006-10-11,1325.49,10.5,1.36
2006-10-12,1331.78,10.55,1.36
2006-10-13,1348.6,10.69,1.38
2006-10-16,1356.72,10.75,1.39
2006-10-17,1351.3,10.7,1.38
2006-10-18,1354.26,10.73,1.39
2006-10-19,1354.06,10.72,1.38
2006-10-20,1364.24,10.81,1.4
2006-10-23,1364.95,10.81,1.4
2006-10-24,1366.5,10.82,1.4
2006-10-25,1371.43,10.87,1.4
2006-10-26,1373.65,10.88,1.41
2006-10-27,1369.09,10.85,1.4
2006-10-30,1356.11,10.74,1.39
2006-10-31,1364.55,10.82,1.4
2006-11-01,1374.35,10.9,1.41
2006-11-02,1383.73,10.97,1.42
2006-11-03,1383.88,10.97,1.42
2006-11-06,1379.19,10.93,1.41
2006-11-07,1387.44,10.99,1.42
2006-11-08,1380.07,10.93,1.41
2006-11-09,1399.44,11.08,1.43
2006-11-10,1395.73,11.06,1.43
2006-11-13,1396.69,11.06,1.43
2006-11-14,1407.37,11.15,1.44
2006-11-15,1412.54,11.2,1.45
2006-11-16,1410.75,11.19,1.44
2006-11-17,1412.22,11.2,1.45
2006-11-20,1402.21,11.12,1.44
2006-11-21,1405.9,11.14,1.44
2006-11-22,1422.54,11.27,1.45
2006-11-23,1419.23,11.24,1.45
2006-11-24,1421.73,11.26,1.45
2006-11-27,1425.13,11.29,1.46
2006-11-28,1411.47,11.18,1.44
2006-11-29,1422.55,11.27,1.45
2006-11-30,1432.21,11.35,1.46
2006-12-01,1434.36,11.36,1.47
2006-12-04,1426.46,11.29,1.46
2006-12-05,1420.59,11.25,1.45
2006-12-06,1413.73,11.2,1.45
2006-12-07,1410.3,11.17,1.44
2006-12-08,1390.43,11.02,1.42
2006-12-11,1390.73,11.01,1.42
2006-12-12,1376.98,10.9,1.41
2006-12-13,1383.28,10.96,1.41
2006-12-14,1418.38,11.24,1.45
2006-12-15,1421.87,11.27,1.45
2006-12-18,1433.23,11.36,1.47
2006-12-19,1427.76,11.32,1.46
2006-12-20,1442.28,11.44,1.47
2006-12-21,1436.47,11.39,1.47
2006-12-22,1437.49,11.4,1.47
2006-12-26,1433.92,11.37,1.46
2006-12-27,1425.1,11.32,1.45
2006-12-28,1434.46,11.4,1.46
2007-01-02,1435.26,11.4,1.47
2007-01-03,1409.35,11.2,1.44
2007-01-04,1397.29,11.11,1.43
2007-01-05,1385.76,11.02,1.42
2007-01-08,1370.81,10.9,1.4
2007-01-09,1374.34,10.92,1.4
2007-01-10,1355.79,10.78,1.38
2007-01-11,1365.31,10.86,1.39
2007-01-12,1388.37,11.05,1.42
2007-01-15,1390.96,11.07,1.42
2007-01-16,1389.71,11.06,1.42
2007-01-17,1379.48,10.97,1.41
2007-01-18,1383.21,11.0,1.41
2007-01-19,1360.56,10.82,1.39
2007-01-22,1363.41,10.84,1.39
2007-01-23,1363.09,10.84,1.39
2007-01-24,1383.06,11.0,1.41
2007-01-25,1382.36,11.0,1.41
2007-01-26,1371.33,10.92,1.4
2007-01-29,1363.1,10.85,1.39
2007-01-30,1370.72,10.91,1.4
2007-01-31,1360.23,10.82,1.39
2007-02-01,1382.9,11.0,1.41
2007-02-02,1413.14,11.25,1.44
2007-02-05,1417.95,11.28,1.45
2007-02-06,1428.58,11.38,1.46
2007-02-07,1426.29,11.36,1.46
2007-02-08,1423.58,11.33,1.45
2007-02-09,1427.68,11.37,1.46
2007-02-12,1414.29,11.26,1.44
2007-02-13,1418.44,11.29,1.45
2007-02-14,1436.1,11.42,1.47
2007-02-15,1443.63,11.47,1.47
2007-02-16,1448.81,11.52,1.48
2007-02-20,1452.96,11.55,1.48
2007-02-21,1451.38,11.54,1.48
2007-02-22,1465.41,11.66,1.5
2007-02-23,1469.88,11.69,1.5
2007-02-26,1470.03,11.72,1.5
2007-02-27,1454.6,11.6,1.48
2007-02-28,1417.34,11.3,1.45
2007-03-02,1414.47,11.28,1.44
2007-03-05,1376.15,10.98,1.4
2007-03-06,1402.93,11.19,1.43
2007-03-07,1410.95,11.26,1.44
2007-03-08,1423.89,11.36,1.45
2007-03-09,1423.58,11.36,1.45
2007-03-12,1441.33,11.5,1.47
2007-03-13,1436.05,11.46,
2007-03-14,1407.37,11.24,1.44
2007-03-15,1426.93,11.39,1.46
2007-03-16,1427.88,11.4,1.46
2007-03-19,1443.39,11.53,1.47
2007-03-20,1444.17,11.53,1.47
2007-03-21,1442.85,11.53,1.47
2007-03-22,1448.53,11.57,1.48
2007-03-23,1447.38,11.57,1.48
2007-03-26,1449.77,11.59,1.48
2007-03-27,1453.23,11.62,1.49
2007-03-28,1439.74,11.51,1.47
2007-03-29,1450.95,11.61,1.48
2007-03-30,1452.55,11.62,1.48
2007-04-02,1459.53,11.68,1.49
2007-04-03,1463.75,11.71,1.5
2007-04-04,1483.41,11.87,1.52
2007-04-05,1482.04,11.86,1.52
2007-04-06,1484.15,11.88,1.52
2007-04-09,1501.06,12.02,1.54
2007-04-10,1499.16,12.0,1.53
2007-04-11,1513.42,12.11,1.55
2007-04-12,1525.61,12.21,1.56
2007-04-13,1520.78,12.18,1.56
2007-04-16,1532.04,12.27,1.57
2007-04-17,1528.66,12.24,1.56
2007-04-18,1534.58,12.29,1.57
2007-04-19,1513.66,12.12,1.55
2007-04-20,1533.08,12.27,1.57
2007-04-23,1544.35,12.36,1.58
2007-04-24,1556.71,12.47,1.59
2007-04-25,1545.55,12.33,1.58
2007-04-26,1553.13,12.38,1.59
2007-04-27,1542.52,12.29,1.58
2007-04-30,1542.24,13.21,1.42
2007-05-02,1553.3,13.3,1.43
2007-05-03,1559.86,13.36,1.44
2007-05-04,1567.74,13.43,1.45
2007-05-07,1584.46,13.57,1.46
2007-05-08,1582.65,13.56,1.46
2007-05-09,1593.42,13.65,1.47
2007-05-10,1599.68,13.7,1.48
2007-05-11,1603.56,13.74,1.48
2007-05-14,1605.77,13.75,1.48
2007-05-15,1589.37,13.61,1.47
2007-05-16,1600.6,13.71,1.48
2007-05-17,1615.58,13.84,1.49
2007-05-18,1612.25,13.81,1.49
2007-05-21,1628.2,13.86,1.5
2007-05-22,1642.88,13.98,1.51
2007-05-23,1646.59,14.02,1.52
2007-05-25,1644.56,14.0,1.52
2007-05-28,1657.91,14.11,1.53
2007-05-29,1661.8,14.14,1.53
2007-05-30,1662.72,14.15,1.53
2007-05-31,1700.91,14.47,1.57
2007-06-01,1716.24,14.61,1.58
2007-06-04,1737.59,14.79,1.6
2007-06-05,1742.19,14.83,1.61
2007-06-07,1753.04,14.92,1.62
2007-06-08,1727.28,14.71,1.59
2007-06-11,1716.56,14.61,1.58
2007-06-12,1729.88,14.74,1.59
2007-06-13,1721.99,14.67,1.59
2007-06-14,1769.18,15.08,1.63
2007-06-15,1772.26,15.1,1.63
2007-06-18,1806.88,15.4,1.67
2007-06-19,1807.85,15.41,1.67
2007-06-20,1783.79,15.2,1.64
2007-06-21,1794.24,15.29,1.65
2007-06-22,1770.98,15.09,1.63
2007-06-25,1757.73,14.98,1.62
2007-06-26,1749.55,14.91,1.61
2007-06-27,1733.1,14.77,1.6
2007-06-28,1751.75,14.97,1.62
2007-06-29,1743.6,14.9,1.61
2007-07-02,1771.35,15.15,1.64
2007-07-03,1805.5,15.44,1.67
2007-07-04,1838.41,15.72,1.7
2007-07-05,1847.79,15.8,1.71
2007-07-06,1861.01,15.92,1.72
2007-07-09,1883.59,16.11,1.74
2007-07-10,1894.53,16.2,1.75
2007-07-11,1889.96,16.16,1.75
2007-07-12,1909.75,16.33,1.77
2007-07-13,1962.93,17.01,1.81
2007-07-16,1949.51,16.9,1.8
2007-07-18,1930.7,16.74,1.78
2007-07-19,1937.9,16.81,1.79
2007-07-20,1983.54,17.2,1.83
2007-07-23,1993.05,17.28,1.84
2007-07-24,1992.26,17.28,1.84
2007-07-25,2004.22,17.48,1.85
2007-07-26,1963.54,17.15,1.82
2007-07-27,1883.22,16.44,1.74
2007-07-30,1906.71,16.64,1.76
2007-07-31,1933.27,16.88,1.79
2007-08-01,1856.45,16.22,1.72
2007-08-02,1853.07,16.19,1.72
2007-08-03,1876.8,16.41,1.74
2007-08-06,1855.05,16.22,1.72
2007-08-07,1859.82,16.27,1.72
2007-08-08,1903.41,16.65,1.76
2007-08-09,1908.68,16.7,1.77
2007-08-10,1828.49,16.0,1.69
2007-08-13,1849.26,16.18,1.71
2007-08-14,1817.89,15.92,1.69
2007-08-16,1691.98,14.82,1.57
2007-08-17,1638.07,14.33,1.52
2007-08-20,1731.27,15.14,1.6
2007-08-21,1736.18,15.18,1.61
2007-08-22,1759.5,15.39,1.63
2007-08-23,1799.72,15.74,1.67
2007-08-24,1791.33,15.66,1.66
2007-08-27,1803.03,15.76,1.67
2007-08-28,1829.31,15.99,1.69
2007-08-29,1826.19,15.97,1.69
2007-08-30,1841.7,16.11,1.71
2007-08-31,1873.24,16.35,1.73
2007-09-03,1881.81,16.39,1.74
2007-09-04,1874.74,16.34,1.73
2007-09-05,1865.59,16.25,1.72
2007-09-06,1888.81,16.44,1.74
2007-09-07,1884.9,16.41,1.74
2007-09-10,1835.87,15.97,1.69
2007-09-11,1847.36,16.08,1.7
2007-09-12,1813.52,15.78,1.67
2007-09-13,1848.02,16.07,1.7
2007-09-14,1870.02,16.27,1.72
2007-09-17,1871.68,16.29,1.72
2007-09-18,1838.61,16.01,1.69
2007-09-19,1902.65,16.57,1.75
2007-09-20,1908.97,16.63,1.76
2007-09-21,1919.26,16.72,1.77
2007-09-27,1945.28,16.97,1.8
2007-09-28,1946.48,16.99,1.8
2007-10-01,1962.67,17.14,1.81
2007-10-02,2014.09,17.59,1.86
2007-10-04,2003.6,17.49,1.85
2007-10-05,1996.03,17.44,1.85
2007-10-08,2012.82,17.59,1.86
2007-10-09,2014.13,17.6,1.86
2007-10-10,2041.12,18.11,1.89
2007-10-11,2058.85,18.27,1.9
2007-10-12,2026.44,17.98,1.87
2007-10-15,2035.39,18.06,1.88
2007-10-16,2005.76,17.79,1.85
2007-10-17,1983.94,17.58,1.83
2007-10-18,2005.09,17.73,1.85
2007-10-19,1970.1,17.43,1.82
2007-10-22,1903.81,16.84,1.76
2007-10-23,1947.98,17.24,1.8
2007-10-24,1933.36,17.12,1.79
2007-10-25,1976.75,17.49,1.82
2007-10-26,2028.06,17.92,1.87
2007-10-29,2062.92,18.22,1.9
2007-10-30,2052.37,18.11,1.89
2007-10-31,2064.85,18.22,1.9
2007-11-01,2063.14,18.21,1.9
2007-11-02,2019.34,17.81,1.86
2007-11-05,2015.76,17.79,1.86
2007-11-06,2054.24,18.13,1.89
2007-11-07,2043.19,18.02,1.88
2007-11-08,1979.56,17.49,1.82
2007-11-09,1990.47,17.59,1.83
2007-11-12,1923.42,17.01,1.77
2007-11-13,1932.89,17.1,1.78
